,id,frame,x [nm],y [nm],knn,status,knn_set_group,knn_frames,barcodes,gene
170,173.0,15.0,141.43131150170558,160.5245646546335,"[5, 41, 59, 172]",confirmed,4.0,"[0.0, 3.0, 4.0, 15.0]",1001100000000001,Gdc1
171,164.0,15.0,142.5283661298119,51.493426029171495,"[1, 30, 155, 163]",unconfirmed,3.0,"[0.0, 3.0, 14.0, 15.0]",1001000000000011,
172,178.0,15.0,151.44369619479446,227.3963146773277,"[26, 48, 88, 177]",confirmed,4.0,"[2.0, 3.0, 6.0, 15.0]",0011001000000001,Timp3
173,176.0,15.0,174.5283939872879,194.4200756935697,"[15, 45, 73, 175]",confirmed,4.0,"[1.0, 3.0, 5.0, 15.0]",0101010000000001,Pzp
174,169.0,15.0,176.4472491093434,124.504762766169,"[22, 35, 82, 168]",confirmed,4.0,"[2.0, 3.0, 6.0, 15.0]",0011001000000001,Timp3
175,180.0,15.0,180.5265120233564,242.4993826494429,"[8, 50, 63, 179]",confirmed,4.0,"[0.0, 3.0, 4.0, 15.0]",1001100000000001,Gdc1
176,171.0,15.0,194.3891206552166,143.48325050876792,"[151, 160, 170]",corrected,3.0,"[13.0, 14.0, 15.0]",1000000000000111,E2f2
177,172.0,15.0,205.3731234258453,147.49794022405294,"[13, 38, 151, 171]",unconfirmed,3.0,"[1.0, 3.0, 13.0, 15.0]",0101000000000101,
178,165.0,15.0,220.51959956336842,64.64359656841462,"[12, 31, 66, 164]",confirmed,4.0,"[1.0, 3.0, 5.0, 15.0]",0101010000000001,Pzp
179,174.0,15.0,230.36643337449573,178.52667834513767,"[6, 42, 60, 173]",confirmed,4.0,"[0.0, 3.0, 4.0, 15.0]",1001100000000001,Gdc1
